Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,CIBIL_Score,Property_Area,Loan_Type,Loan_Status
Male,Yes,1,Graduate,No,1500,497,10.0,360.0,1.0,656,Urban,Car Loan,N
Male,Yes,0,Graduate,Yes,5329,927,31.0,240.0,1.0,683,Urban,Personal Loan,N
Male,Yes,0,Graduate,No,3144,1113,10.0,84.0,0.0,342,Rural,Education Loan,N
Male,Yes,3+,Graduate,Yes,2003,2429,10.0,24.0,1.0,886,Semiurban,Personal Loan,Y
Male,Yes,3+,Not Graduate,No,5139,4667,28.0,360.0,0.0,452,Semiurban,Education Loan,N
Male,Yes,3+,Graduate,No,4631,240,20.0,84.0,1.0,761,Urban,Personal Loan,Y
Female,No,1,Graduate,No,17627,0,36.0,480.0,0.0,589,Urban,Home Loan,Y
Male,Yes,2,Not Graduate,No,2598,863,10.0,300.0,1.0,881,Rural,Education Loan,Y
Male,No,0,Not Graduate,No,11026,0,64.0,120.0,1.0,706,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,5149,708,30.0,360.0,1.0,824,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,Yes,2533,1611,10.0,120.0,1.0,863,Semiurban,Personal Loan,Y
Male,Yes,1,Graduate,No,7040,853,38.0,360.0,0.0,519,Rural,Home Loan,N
Male,Yes,0,Graduate,No,5979,273,11.0,120.0,1.0,688,Urban,Education Loan,Y
Male,No,0,Graduate,No,4126,0,10.0,480.0,0.0,352,Urban,Car Loan,N
Female,Yes,1,Graduate,No,4848,1393,27.0,360.0,1.0,768,Semiurban,Home Loan,Y
Female,Yes,2,Not Graduate,No,2649,1212,10.0,360.0,1.0,796,Semiurban,Car Loan,Y
Male,No,0,Graduate,No,2257,0,10.0,36.0,1.0,749,Semiurban,Home Loan,N
Male,No,0,Graduate,Yes,6847,0,20.0,180.0,1.0,658,Rural,Car Loan,N
Male,No,0,Graduate,No,3440,0,13.0,360.0,1.0,796,Semiurban,Car Loan,Y
Male,Yes,0,Graduate,Yes,3804,200,14.0,360.0,1.0,651,Urban,Personal Loan,N
Male,No,0,Not Graduate,No,4894,0,11.0,84.0,0.0,400,Rural,Personal Loan,N
Male,Yes,1,Graduate,Yes,4844,2242,27.0,180.0,1.0,838,Semiurban,Education Loan,Y
Male,,1,Graduate,Yes,1500,6308,10.0,,1.0,708,Semiurban,Home Loan,N
Male,Yes,1,Graduate,No,9900,1526,28.0,360.0,1.0,880,Semiurban,Business Loan,Y
Male,Yes,0,Not Graduate,No,4380,2959,13.0,180.0,1.0,863,Semiurban,Personal Loan,Y
Male,Yes,2,Graduate,No,3491,953,15.0,120.0,0.0,453,Urban,Home Loan,N
Male,Yes,0,Not Graduate,No,5440,1014,23.0,84.0,1.0,847,Rural,Personal Loan,Y
Male,No,0,Graduate,No,4748,0,13.0,180.0,1.0,888,Rural,Home Loan,Y
Male,Yes,2,Graduate,Yes,6883,4897,20.0,84.0,1.0,720,Semiurban,Education Loan,Y
Male,Yes,0,Graduate,No,5864,3536,15.0,480.0,1.0,719,Semiurban,Car Loan,Y
,Yes,0,Not Graduate,No,6650,420,13.0,60.0,1.0,810,Urban,Car Loan,Y
Male,No,3+,Not Graduate,No,10359,0,32.0,360.0,0.0,522,Urban,Business Loan,N
Male,Yes,0,Graduate,No,7469,1407,32.0,180.0,1.0,842,Urban,Car Loan,Y
Male,Yes,1,Graduate,No,3596,868,16.0,180.0,1.0,674,Urban,Home Loan,N
Male,No,0,Graduate,No,1833,0,10.0,84.0,0.0,480,Rural,Business Loan,N
Male,No,1,Graduate,Yes,12931,0,35.0,360.0,1.0,805,Rural,Business Loan,Y
Male,Yes,0,Graduate,No,3407,2704,16.0,360.0,0.0,472,Semiurban,Personal Loan,N
Female,No,0,Not Graduate,No,2889,0,10.0,240.0,1.0,712,Semiurban,Car Loan,N
Female,No,1,Not Graduate,No,1500,0,10.0,24.0,0.0,494,Urban,Home Loan,N
Male,No,0,Graduate,No,5099,0,25.0,360.0,,698,Rural,Personal Loan,N
Male,Yes,0,Graduate,Yes,4465,1513,18.0,480.0,1.0,772,Semiurban,Home Loan,Y
Male,No,0,Not Graduate,Yes,1500,0,10.0,240.0,1.0,773,Urban,Home Loan,N
Male,,0,Not Graduate,No,5526,713,22.0,360.0,1.0,843,Semiurban,Education Loan,Y
Female,Yes,0,Graduate,No,2839,2034,15.0,240.0,1.0,689,Rural,Home Loan,Y
,Yes,0,Graduate,Yes,26455,2051,99.0,120.0,1.0,734,Rural,Home Loan,N
Male,Yes,3+,Graduate,No,2701,1302,13.0,36.0,1.0,736,Urban,Car Loan,N
Male,Yes,0,Graduate,No,2967,1103,17.0,240.0,1.0,896,Rural,Home Loan,Y
Male,No,0,Graduate,No,2181,0,10.0,360.0,1.0,843,Urban,Home Loan,Y
Male,Yes,0,Graduate,No,9842,140,37.0,12.0,0.0,351,Urban,Home Loan,N
Male,Yes,0,Graduate,No,3099,403,10.0,360.0,0.0,631,Rural,Home Loan,N
Male,Yes,3+,Graduate,No,2422,771,10.0,360.0,1.0,683,Rural,Personal Loan,N
Female,Yes,0,Graduate,No,6600,2944,24.0,84.0,1.0,896,Semiurban,Personal Loan,Y
Female,No,3+,Graduate,No,1531,0,10.0,60.0,1.0,654,Semiurban,Car Loan,N
Male,,0,Not Graduate,No,6232,687,19.0,360.0,1.0,890,Rural,Education Loan,Y
Male,Yes,2,Not Graduate,No,14002,491,81.0,120.0,0.0,639,Rural,Home Loan,Y
Male,Yes,1,Graduate,No,5982,1980,13.0,84.0,1.0,799,Rural,Home Loan,Y
Male,Yes,3+,Graduate,No,6288,3723,29.0,180.0,1.0,887,Semiurban,Home Loan,Y
Male,Yes,1,Not Graduate,No,7398,2855,22.0,180.0,0.0,640,Rural,Education Loan,N
Male,No,1,Graduate,No,13316,0,44.0,360.0,1.0,752,Rural,Personal Loan,Y
Male,No,0,Graduate,No,9385,0,46.0,360.0,,405,Urban,Education Loan,N
Male,Yes,0,Graduate,Yes,5474,799,12.0,180.0,0.0,515,Rural,Car Loan,N
,No,,Graduate,No,7575,0,10.0,300.0,1.0,854,Semiurban,Home Loan,Y
Male,No,0,Graduate,No,2164,0,10.0,360.0,1.0,885,Semiurban,Personal Loan,Y
Female,No,0,Not Graduate,No,6928,0,24.0,36.0,1.0,683,Semiurban,Car Loan,Y
Female,Yes,2,Graduate,No,1990,1043,10.0,84.0,1.0,821,Urban,Personal Loan,Y
Male,Yes,0,Graduate,No,3112,1520,18.0,,1.0,655,Semiurban,Education Loan,N
Female,Yes,3+,Not Graduate,No,1500,552,10.0,360.0,0.0,342,Rural,Personal Loan,N
Male,No,2,Graduate,Yes,5329,0,20.0,60.0,1.0,678,Urban,Business Loan,N
Female,No,1,Graduate,No,2563,0,11.0,60.0,1.0,874,Semiurban,Business Loan,Y
Female,Yes,3+,Graduate,No,8758,539,51.0,180.0,1.0,702,Rural,Education Loan,N
Male,,0,Graduate,Yes,5287,541,30.0,24.0,0.0,425,Semiurban,Education Loan,N
Male,No,0,Graduate,No,8838,0,39.0,360.0,1.0,888,Semiurban,Home Loan,Y
Male,No,0,Graduate,No,1884,0,10.0,36.0,0.0,427,Semiurban,Business Loan,N
Male,No,0,Graduate,Yes,8323,0,13.0,24.0,1.0,825,Semiurban,Car Loan,Y
Male,No,2,Graduate,Yes,17572,0,49.0,240.0,1.0,895,Semiurban,Home Loan,Y
Male,Yes,3+,Graduate,No,6869,899,26.0,360.0,0.0,491,Rural,Car Loan,Y
Male,Yes,0,Graduate,No,6997,225,31.0,180.0,0.0,406,Semiurban,Home Loan,N
,No,0,Graduate,No,4531,0,18.0,180.0,1.0,809,Rural,Education Loan,Y
Female,Yes,3+,Graduate,Yes,2787,83,12.0,480.0,1.0,727,Semiurban,Education Loan,N
Male,Yes,0,Graduate,No,6855,845,20.0,300.0,0.0,537,Urban,Car Loan,Y
Male,No,0,Not Graduate,No,1500,0,10.0,180.0,1.0,834,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,3003,422,10.0,180.0,1.0,700,Semiurban,Business Loan,Y
Male,No,3+,Graduate,Yes,1500,0,10.0,84.0,0.0,583,Semiurban,Personal Loan,N
Female,Yes,1,Not Graduate,No,2458,3103,10.0,300.0,1.0,796,Urban,Personal Loan,Y
Male,No,2,Graduate,No,6307,0,34.0,240.0,1.0,676,Urban,Car Loan,Y
Male,Yes,2,Graduate,No,5731,956,10.0,120.0,1.0,712,Urban,Personal Loan,N
Male,Yes,0,Not Graduate,No,4169,82,20.0,60.0,1.0,837,Urban,Car Loan,Y
Male,No,0,Not Graduate,No,4533,0,10.0,120.0,0.0,494,Semiurban,Home Loan,N
Male,Yes,2,Graduate,No,1500,1089,10.0,240.0,1.0,710,Urban,Home Loan,Y
Female,No,0,Graduate,No,3100,0,17.0,24.0,1.0,864,Rural,Car Loan,Y
Male,,2,Graduate,No,2497,0,10.0,60.0,1.0,775,Urban,Home Loan,Y
Male,Yes,,Not Graduate,No,2536,1418,10.0,360.0,0.0,365,Urban,Business Loan,N
Male,Yes,1,Graduate,No,6122,510,13.0,300.0,1.0,798,Semiurban,Home Loan,Y
Female,Yes,2,Graduate,No,2203,4100,12.0,24.0,0.0,366,Urban,Car Loan,N
Female,Yes,2,Not Graduate,No,2635,217,10.0,360.0,1.0,870,Rural,Car Loan,Y
Male,No,2,Graduate,No,1500,0,10.0,24.0,0.0,545,Urban,Car Loan,N
,,0,Not Graduate,No,3275,0,10.0,360.0,1.0,744,Semiurban,Education Loan,N
Male,No,0,Graduate,No,1879,0,,360.0,0.0,399,Rural,Home Loan,N
Male,No,0,Graduate,Yes,4253,0,10.0,360.0,1.0,693,Semiurban,Personal Loan,N
Female,Yes,1,Graduate,No,2067,1985,10.0,360.0,1.0,877,Urban,Car Loan,Y
Male,No,0,Not Graduate,No,4329,0,19.0,36.0,0.0,467,Semiurban,Education Loan,N
Male,No,2,Graduate,No,3636,0,10.0,360.0,0.0,418,Semiurban,Personal Loan,N
Male,No,0,Graduate,No,12970,0,63.0,60.0,1.0,868,Rural,Business Loan,Y
Male,No,1,Graduate,No,5699,0,29.0,180.0,0.0,518,Rural,Personal Loan,N
Male,Yes,0,Graduate,No,1500,1208,10.0,360.0,1.0,738,Urban,Education Loan,N
Male,No,2,Not Graduate,No,1660,0,10.0,240.0,0.0,617,Rural,Car Loan,N
Male,Yes,1,Graduate,No,4182,1051,10.0,480.0,1.0,856,Urban,Education Loan,Y
Male,Yes,0,Graduate,No,2098,1402,11.0,36.0,1.0,881,Urban,Personal Loan,Y
Male,Yes,0,Not Graduate,,1500,1211,10.0,240.0,1.0,860,Rural,Personal Loan,Y
Male,No,2,Graduate,Yes,10349,0,,24.0,1.0,760,Urban,Home Loan,Y
Male,No,0,Graduate,No,6661,0,35.0,360.0,0.0,332,Urban,Car Loan,Y
Male,No,0,Graduate,No,5794,0,14.0,36.0,1.0,852,Urban,Personal Loan,Y
Male,No,3+,Not Graduate,No,2630,0,10.0,60.0,1.0,690,Semiurban,Car Loan,N
Male,Yes,,Graduate,No,5428,1856,16.0,120.0,1.0,682,Rural,Car Loan,Y
Male,No,3+,Graduate,No,2457,0,12.0,,0.0,494,Semiurban,Car Loan,N
Male,Yes,0,Graduate,Yes,4644,291,11.0,60.0,1.0,864,Urban,Education Loan,Y
Male,,0,Graduate,Yes,2112,513,11.0,360.0,1.0,661,Semiurban,Business Loan,N
Female,,3+,Graduate,No,11630,897,46.0,60.0,0.0,577,Rural,Car Loan,Y
Male,No,1,Graduate,No,1500,0,10.0,24.0,1.0,756,Rural,Home Loan,Y
,No,2,Graduate,Yes,9533,0,23.0,180.0,0.0,395,Urban,Home Loan,N
Male,Yes,0,Graduate,No,4134,1288,10.0,480.0,0.0,470,Rural,Home Loan,N
Male,Yes,0,Graduate,No,2856,5790,11.0,36.0,1.0,683,Semiurban,Education Loan,Y
Male,No,0,Not Graduate,No,4522,0,14.0,36.0,0.0,629,Urban,Education Loan,N
Male,Yes,0,Not Graduate,No,6723,125,37.0,360.0,0.0,331,Urban,Home Loan,N
Male,No,0,Not Graduate,No,10474,0,35.0,120.0,1.0,841,Urban,Personal Loan,Y
Male,No,0,Graduate,No,5010,0,17.0,360.0,1.0,800,Semiurban,Personal Loan,Y
Male,Yes,3+,Graduate,No,2157,1349,10.0,84.0,0.0,319,Urban,Home Loan,N
Female,Yes,0,Graduate,No,4183,546,20.0,240.0,1.0,699,Semiurban,Car Loan,Y
Male,No,1,Not Graduate,No,14353,0,43.0,120.0,0.0,498,Urban,Business Loan,N
Male,No,2,Not Graduate,No,10335,0,22.0,240.0,1.0,862,Rural,Car Loan,Y
Male,Yes,1,Not Graduate,Yes,7601,562,40.0,360.0,1.0,853,Urban,Personal Loan,Y
Male,No,0,Graduate,No,7023,0,,360.0,1.0,755,Rural,Car Loan,Y
Male,Yes,2,Graduate,No,6565,1366,25.0,300.0,1.0,695,Rural,Personal Loan,Y
Male,Yes,1,Graduate,No,9055,2385,36.0,360.0,1.0,767,Urban,Personal Loan,Y
Male,No,2,Graduate,No,2922,0,13.0,120.0,0.0,595,Semiurban,Education Loan,N
Female,No,2,Graduate,No,1558,0,10.0,84.0,0.0,429,Urban,Personal Loan,N
Female,Yes,3+,Not Graduate,No,4223,574,,360.0,0.0,453,Rural,Business Loan,N
Male,No,1,Graduate,No,2270,0,11.0,360.0,1.0,799,Semiurban,Education Loan,Y
Male,Yes,0,Graduate,No,1922,3330,10.0,24.0,0.0,489,Urban,Home Loan,N
Male,Yes,1,Graduate,No,2430,1611,11.0,360.0,1.0,757,Urban,Car Loan,Y
Male,Yes,0,Not Graduate,No,22918,546,28.0,180.0,0.0,453,Semiurban,Personal Loan,Y
Male,No,3+,Graduate,No,4426,0,12.0,360.0,1.0,678,Rural,Education Loan,N
Female,Yes,0,Graduate,Yes,5184,774,10.0,360.0,0.0,638,Semiurban,Home Loan,N
Male,Yes,0,Not Graduate,No,1710,2443,10.0,300.0,0.0,416,Rural,Home Loan,N
Female,Yes,2,Graduate,Yes,1500,10660,10.0,12.0,1.0,777,Semiurban,Personal Loan,Y
Male,No,1,Graduate,No,2268,0,10.0,360.0,1.0,848,Urban,Home Loan,Y
Male,No,0,Graduate,No,11011,0,30.0,360.0,1.0,793,Rural,Car Loan,Y
Male,No,0,Graduate,No,5084,0,28.0,84.0,1.0,841,Urban,Personal Loan,Y
Female,Yes,2,Not Graduate,No,6118,991,18.0,240.0,1.0,746,Rural,Education Loan,N
Male,No,0,Not Graduate,No,6747,0,33.0,480.0,1.0,746,Semiurban,Home Loan,Y
Female,Yes,2,Graduate,No,2659,921,14.0,120.0,1.0,663,Urban,Home Loan,N
Male,No,0,Graduate,No,10631,0,62.0,,0.0,324,Semiurban,Home Loan,N
Male,No,2,Graduate,No,2583,0,14.0,84.0,1.0,853,Rural,Home Loan,Y
Female,Yes,2,Graduate,No,10768,1859,26.0,300.0,0.0,517,Rural,Education Loan,Y
Male,No,0,Graduate,No,5484,0,31.0,360.0,0.0,553,Urban,Education Loan,N
Male,Yes,0,Graduate,No,1500,1617,10.0,360.0,1.0,704,Urban,Home Loan,Y
Male,Yes,0,Graduate,No,2383,3065,12.0,120.0,1.0,853,Semiurban,Home Loan,Y
Female,Yes,2,Not Graduate,No,1500,682,10.0,360.0,0.0,528,Semiurban,Home Loan,N
Female,Yes,1,Graduate,Yes,9084,114,52.0,360.0,,498,Rural,Business Loan,N
Male,Yes,1,Graduate,Yes,3954,1059,19.0,360.0,1.0,725,Urban,Car Loan,N
,No,0,Graduate,No,1500,0,10.0,60.0,0.0,575,Rural,Personal Loan,N
Female,Yes,0,Not Graduate,Yes,5234,2104,10.0,360.0,0.0,611,Semiurban,Personal Loan,N
Male,No,0,Graduate,Yes,2762,0,10.0,,0.0,429,Rural,Education Loan,N
Male,Yes,0,Graduate,No,1500,778,,12.0,0.0,578,Semiurban,Personal Loan,N
Female,Yes,1,Graduate,Yes,13024,507,44.0,300.0,1.0,777,Semiurban,Home Loan,Y
Male,No,2,Not Graduate,No,4337,0,12.0,480.0,0.0,440,Rural,Personal Loan,N
Male,Yes,1,Graduate,No,3276,1310,16.0,180.0,0.0,312,Semiurban,Home Loan,Y
Male,Yes,0,Not Graduate,No,3042,1688,10.0,480.0,1.0,823,Rural,Personal Loan,Y
Female,No,3+,Not Graduate,No,1500,0,10.0,36.0,0.0,485,Rural,Home Loan,N
Female,Yes,2,Not Graduate,No,1614,2210,10.0,360.0,1.0,810,Semiurban,Personal Loan,Y
Female,Yes,3+,Graduate,No,9891,1667,25.0,36.0,1.0,868,Semiurban,Home Loan,Y
Male,Yes,1,Graduate,No,2887,1140,10.0,120.0,1.0,785,Urban,Business Loan,Y
Female,No,0,Graduate,No,4086,0,,300.0,1.0,782,Urban,Car Loan,Y
Female,No,0,Not Graduate,Yes,1500,0,10.0,360.0,,710,Urban,Education Loan,N
Male,No,2,Graduate,No,1599,0,10.0,360.0,0.0,623,Urban,Car Loan,N
Female,No,0,Graduate,No,6166,0,34.0,360.0,1.0,753,Urban,Car Loan,Y
Male,,0,Graduate,No,5241,1122,18.0,360.0,1.0,837,Urban,Education Loan,Y
Male,Yes,1,Graduate,No,13730,1299,32.0,360.0,1.0,862,Semiurban,Business Loan,Y
Male,No,1,Graduate,No,10301,0,16.0,240.0,1.0,801,Semiurban,Home Loan,Y
Male,Yes,1,Graduate,No,3423,1551,17.0,84.0,0.0,344,Urban,Business Loan,N
Male,Yes,0,Graduate,No,5603,992,32.0,60.0,0.0,431,Urban,Education Loan,N
Male,Yes,0,Not Graduate,No,3223,1145,10.0,180.0,0.0,365,Semiurban,Personal Loan,N
Male,Yes,1,Graduate,Yes,16955,309,39.0,360.0,1.0,744,Semiurban,Car Loan,Y
,,3+,Graduate,No,8993,0,35.0,24.0,1.0,813,Semiurban,Car Loan,Y
Male,Yes,2,Graduate,No,4531,1147,21.0,60.0,0.0,447,Semiurban,Personal Loan,Y
Male,Yes,3+,Graduate,No,4629,565,14.0,36.0,0.0,444,Rural,Car Loan,N
Male,Yes,2,Not Graduate,Yes,11063,2378,45.0,360.0,1.0,806,Semiurban,Education Loan,Y
Female,No,1,Graduate,No,6037,0,27.0,84.0,0.0,381,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,11980,1332,69.0,60.0,0.0,422,Rural,Home Loan,Y
Male,Yes,1,Graduate,No,1500,1217,10.0,360.0,0.0,466,Rural,Education Loan,N
Female,No,1,Not Graduate,No,5557,0,33.0,360.0,1.0,853,Semiurban,Personal Loan,Y
Male,No,1,Graduate,Yes,2805,0,10.0,180.0,0.0,404,Semiurban,Education Loan,N
Male,Yes,0,Not Graduate,No,13759,2048,62.0,300.0,1.0,725,Urban,Home Loan,Y
Male,Yes,1,Graduate,No,11878,164,44.0,36.0,1.0,763,Semiurban,Car Loan,Y
Female,Yes,0,Graduate,No,4117,3212,13.0,360.0,1.0,652,Rural,Car Loan,Y
Male,Yes,1,Graduate,No,11789,4335,52.0,180.0,1.0,883,Semiurban,Car Loan,Y
Female,Yes,0,Not Graduate,No,14019,710,40.0,480.0,1.0,816,Rural,Personal Loan,Y
Male,Yes,2,Graduate,No,4239,1356,10.0,480.0,1.0,748,Semiurban,Personal Loan,Y
Female,Yes,0,Not Graduate,Yes,22705,491,75.0,360.0,0.0,642,Rural,Home Loan,N
Female,Yes,0,Graduate,No,3936,189,13.0,12.0,0.0,584,Semiurban,Business Loan,Y
Female,No,0,Graduate,No,3462,0,10.0,300.0,0.0,596,Urban,Car Loan,N
Male,No,1,Graduate,No,7376,0,41.0,36.0,1.0,775,Semiurban,Personal Loan,Y
Female,No,0,Not Graduate,No,3141,0,10.0,360.0,1.0,717,Urban,Home Loan,N
Male,Yes,0,Graduate,No,4271,462,12.0,360.0,0.0,411,Urban,Education Loan,N
Male,Yes,1,Not Graduate,No,10792,566,17.0,480.0,1.0,755,Rural,Home Loan,Y
Male,No,0,Not Graduate,No,4078,0,14.0,360.0,0.0,546,Urban,Car Loan,N
Female,Yes,3+,Not Graduate,No,1500,548,10.0,300.0,0.0,365,Rural,Home Loan,N
Female,Yes,3+,Graduate,No,5203,1788,17.0,300.0,1.0,783,Urban,Home Loan,Y
Female,Yes,1,Graduate,No,2471,2025,10.0,180.0,0.0,333,Urban,Home Loan,N
Male,No,0,Not Graduate,No,7373,0,10.0,240.0,0.0,300,Rural,Home Loan,Y
Male,No,2,Graduate,No,6550,0,31.0,360.0,1.0,664,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,11270,1364,46.0,360.0,1.0,872,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,No,7595,627,19.0,360.0,1.0,657,Semiurban,Home Loan,Y
Male,No,0,Graduate,No,8631,0,10.0,360.0,1.0,703,Semiurban,Education Loan,Y
Male,Yes,3+,Graduate,Yes,2519,1471,13.0,360.0,1.0,783,Rural,Home Loan,Y
Male,No,,Graduate,Yes,7064,0,11.0,300.0,1.0,678,Semiurban,Business Loan,N
Male,No,1,Graduate,No,15961,0,90.0,180.0,1.0,764,Semiurban,Business Loan,Y
Male,No,2,Graduate,No,2484,0,10.0,360.0,0.0,318,Rural,Home Loan,N
Male,Yes,0,Graduate,,14183,880,36.0,240.0,1.0,683,Urban,Education Loan,Y
Male,Yes,0,Graduate,No,2739,1808,,36.0,1.0,656,Semiurban,Home Loan,N
Female,Yes,3+,Graduate,No,2216,846,11.0,180.0,1.0,689,Rural,Business Loan,N
Male,No,1,Graduate,No,4950,0,13.0,480.0,1.0,723,Semiurban,Education Loan,N
Male,No,,Graduate,No,6641,0,19.0,24.0,1.0,790,Rural,Home Loan,Y
Male,Yes,0,Graduate,No,7617,516,23.0,360.0,1.0,711,Semiurban,Car Loan,Y
Male,Yes,0,Graduate,No,2052,3154,11.0,360.0,1.0,735,Rural,Home Loan,N
Female,No,0,Not Graduate,No,5454,0,24.0,360.0,0.0,452,Rural,Car Loan,N
Female,No,0,Graduate,No,2490,0,10.0,300.0,0.0,544,Urban,Education Loan,N
Male,No,0,Not Graduate,No,1500,0,10.0,360.0,1.0,714,Urban,Car Loan,N
Male,Yes,2,Graduate,No,2100,466,10.0,180.0,1.0,690,Semiurban,Car Loan,N
Female,Yes,0,Graduate,No,2378,1171,10.0,36.0,1.0,772,Semiurban,Home Loan,Y
,No,0,Graduate,No,5797,0,11.0,480.0,0.0,636,Urban,Home Loan,N
Male,No,1,Graduate,Yes,9014,0,38.0,240.0,1.0,765,Urban,Home Loan,Y
Male,Yes,2,Graduate,No,1500,393,10.0,360.0,0.0,468,Urban,Personal Loan,N
Male,Yes,0,Graduate,No,5148,608,14.0,,1.0,765,Rural,Home Loan,Y
Female,Yes,1,Graduate,No,1765,364,10.0,24.0,1.0,870,Semiurban,Education Loan,Y
Male,Yes,0,Graduate,No,6250,323,14.0,360.0,1.0,788,Semiurban,Car Loan,Y
Female,Yes,0,Graduate,No,2602,4592,10.0,360.0,0.0,347,Urban,Home Loan,N
Male,No,0,Not Graduate,Yes,1927,0,10.0,60.0,0.0,610,Semiurban,Education Loan,N
Male,Yes,2,Graduate,No,7042,1244,10.0,480.0,1.0,720,Urban,Car Loan,Y
Male,No,0,Graduate,No,2668,0,13.0,360.0,1.0,812,Urban,Car Loan,Y
Male,Yes,0,Graduate,No,3225,2482,13.0,240.0,1.0,871,Rural,Education Loan,Y
Male,No,0,Graduate,No,1500,0,10.0,360.0,1.0,729,Rural,Car Loan,N
Male,No,,Not Graduate,No,7805,0,22.0,36.0,0.0,496,Urban,Car Loan,N
Male,Yes,0,Graduate,Yes,7148,500,16.0,300.0,0.0,556,Urban,Education Loan,N
Female,Yes,0,Graduate,No,4039,613,15.0,36.0,0.0,534,Urban,Education Loan,N
Male,Yes,0,Not Graduate,No,1500,2169,10.0,300.0,0.0,486,Semiurban,Home Loan,N
Male,Yes,0,Graduate,No,9382,2386,30.0,300.0,1.0,772,Urban,Car Loan,Y
Female,No,1,Graduate,No,2524,0,10.0,360.0,0.0,402,Urban,Home Loan,N
Female,No,1,Not Graduate,No,2929,0,10.0,360.0,0.0,589,Urban,Home Loan,N
Female,Yes,0,Graduate,No,20301,733,94.0,84.0,1.0,742,Rural,Education Loan,Y
Female,Yes,0,Graduate,Yes,2458,1262,13.0,360.0,0.0,601,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,6765,510,38.0,300.0,1.0,750,Semiurban,Business Loan,Y
Male,No,0,Graduate,Yes,5963,0,10.0,360.0,0.0,398,Semiurban,Home Loan,N
Female,Yes,0,Graduate,No,5287,126,24.0,60.0,1.0,804,Rural,Car Loan,Y
Male,Yes,2,Not Graduate,No,4902,544,22.0,360.0,1.0,681,Rural,Education Loan,N
Male,No,3+,Graduate,No,5236,0,29.0,360.0,0.0,606,Urban,Home Loan,N
Female,No,,Not Graduate,No,4867,0,10.0,360.0,1.0,695,Urban,Personal Loan,N
Male,Yes,2,Not Graduate,No,3880,312,18.0,360.0,1.0,763,Semiurban,Personal Loan,Y
Male,No,1,Graduate,No,11590,0,12.0,120.0,1.0,880,Urban,Business Loan,Y
Male,Yes,2,Graduate,No,1605,1126,10.0,360.0,1.0,744,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,8225,4517,21.0,240.0,1.0,696,Semiurban,Home Loan,Y
Male,No,1,Not Graduate,No,7155,0,34.0,60.0,0.0,516,Semiurban,Personal Loan,N
Male,No,0,Not Graduate,No,6560,0,34.0,360.0,0.0,328,Urban,Education Loan,N
Female,Yes,0,Graduate,No,8794,1453,23.0,360.0,1.0,780,Semiurban,Business Loan,Y
Male,Yes,2,Graduate,No,3771,1163,13.0,120.0,0.0,355,Rural,Home Loan,N
Male,Yes,0,Graduate,No,1500,100,10.0,12.0,1.0,765,Urban,Education Loan,Y
Female,Yes,0,Not Graduate,No,3825,312,11.0,84.0,0.0,511,Semiurban,Education Loan,N
Female,Yes,3+,Graduate,No,2010,1200,10.0,180.0,1.0,740,Urban,Home Loan,N
Female,Yes,0,Graduate,No,2410,1909,10.0,60.0,1.0,707,Urban,Education Loan,N
Female,Yes,0,Not Graduate,No,1686,1423,10.0,84.0,,827,Semiurban,Education Loan,Y
,,3+,Graduate,No,2880,0,10.0,180.0,1.0,888,Urban,Home Loan,Y
Male,No,1,Graduate,No,2650,0,10.0,480.0,0.0,343,Urban,Home Loan,N
Male,No,1,Graduate,No,1500,0,10.0,360.0,0.0,467,Urban,Education Loan,N
Male,Yes,0,Graduate,No,6569,2550,36.0,120.0,1.0,898,Semiurban,Car Loan,Y
Male,No,0,Graduate,No,19038,0,93.0,360.0,1.0,876,Semiurban,Personal Loan,Y
Male,No,2,Not Graduate,No,6150,0,10.0,360.0,0.0,636,Urban,Car Loan,N
Male,No,1,Graduate,No,3491,0,17.0,240.0,0.0,373,Semiurban,Home Loan,N
Male,No,1,Graduate,No,3872,0,10.0,240.0,1.0,710,Urban,Business Loan,N
Male,No,,Graduate,No,2996,0,16.0,180.0,1.0,800,Semiurban,Business Loan,Y
Male,Yes,0,Graduate,No,4285,1523,19.0,84.0,0.0,315,Semiurban,Home Loan,Y
Male,Yes,3+,Graduate,No,3920,983,19.0,180.0,1.0,724,Semiurban,Personal Loan,N
Male,No,0,Not Graduate,No,2233,0,10.0,300.0,1.0,837,Rural,Home Loan,Y
Female,No,1,Not Graduate,No,13069,0,50.0,300.0,1.0,884,Rural,Home Loan,Y
Male,No,0,Graduate,No,1500,0,10.0,360.0,0.0,409,Urban,Home Loan,N
Male,Yes,1,Graduate,No,6653,737,35.0,,0.0,340,Rural,Home Loan,Y
Male,Yes,3+,Graduate,No,3748,2450,10.0,360.0,0.0,605,Urban,Personal Loan,N
